Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 232 Colors: ['R', 'B', 'U', 'W', 'G'] Fitness: 5 No. Evasions: 8 No. Creatures: 52 No. Spells: 34 No. Bombs 0 No. Lands: 4
Deck no: 233 Colors: ['B', 'R', 'W', 'G', 'U'] Fitness: 5 No. Evasions: 14 No. Creatures: 25 No. Spells: 56 No. Bombs 7 No. Lands: 0
Deck no: 234 Colors: ['W', 'G', 'B', 'U', 'R'] Fitness: 5 No. Evasions: 6 No. Creatures: 49 No. Spells: 25 No. Bombs 8 No. Lands: 8
Deck no: 235 Colors: ['G', 'R', 'W', 'U'] Fitness: 9 No. Evasions: 14 No. Creatures: 24 No. Spells: 57 No. Bombs 2 No. Lands: 7
Deck no: 236 Colors: ['W', 'U', 'B', 'R', 'G'] Fitness: 6 No. Evasions: 10 No. Creatures: 29 No. Spells: 38 No. Bombs 8 No. Lands: 13
Deck no: 237 Colors: ['G', 'U', 'B', 'R', 'W'] Fitness: 5 No. Evasions: 4 No. Creatures: 30 No. Spells: 51 No. Bombs 0 No. Lands: 5
Deck no: 238 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 8 No. Evasions: 11 No. Creatures: 61 No. Spells: 19 No. Bombs 1 No. Lands: 0
Deck no: 239 Colors: ['W', 'U', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 41 No. Spells: 37 No. Bombs 0 No. Lands: 12
Deck no: 240 Colors: ['B', 'W', 'G', 'U', 'R'] Fitness: 5 No. Evasions: 5 No. Creatures: 30 No. Spells: 49 No. Bombs 0 No. Lands: 11
Deck no: 241 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 4 No. Evasions: 4 No. Creatures: 57 No. Spells: 22 No. Bombs 4 No. Lands: 7
Deck no: 242 Colors: ['W', 'B', 'U', 'G', 'R'] Fitness: 3 No. Evasions: 0 No. Creatures: 31 No. Spells: 49 No. Bombs 10 No. Lands: 0
Deck no: 243 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 11 No. Evasions: 17 No. Creatures: 42 No. Spells: 35 No. Bombs 2 No. Lands: 3
Deck no: 244 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 6 No. Evasions: 11 No. Creatures: 27 No. Spells: 43 No. Bombs 5 No. Lands: 15
Deck no: 245 Colors: ['U', 'R', 'B', 'G', 'W'] Fitness: 3 No. Evasions: 0 No. Creatures: 37 No. Spells: 29 No. Bombs 17 No. Lands: 7
Deck no: 246 Colors: ['B', 'R', 'W', 'G', 'U'] Fitness: 6 No. Evasions: 8 No. Creatures: 47 No. Spells: 33 No. Bombs 6 No. Lands: 4
Deck no: 247 Colors: ['G', 'W', 'R', 'U', 'B'] Fitness: 6 No. Evasions: 13 No. Creatures: 36 No. Spells: 28 No. Bombs 0 No. Lands: 19
Deck no: 248 Colors: ['W', 'R', 'B', 'U', 'G'] Fitness: 5 No. Evasions: 14 No. Creatures: 46 No. Spells: 22 No. Bombs 8 No. Lands: 9
Deck no: 249 Colors: ['W', 'R', 'B', 'G', 'U'] Fitness: 6 No. Evasions: 6 No. Creatures: 43 No. Spells: 32 No. Bombs 0 No. Lands: 15
Deck no: 250 Colors: ['B', 'R', 'U', 'W', 'G'] Fitness: 6 No. Evasions: 10 No. Creatures: 27 No. Spells: 47 No. Bombs 4 No. Lands: 12
Deck no: 17 Colors: ['W', 'R', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 9 Colors: ['U', 'R', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 8 Colors: ['U', 'R', 'G', 'W', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 238 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 8 No. Evasions: 11 No. Creatures: 61 No. Spells: 19 No. Bombs 1 No. Lands: 0
Deck no: 3 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 37 No. Bombs 4 No. Lands: 8
Deck no: 20 Colors: ['R', 'U', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 15 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 24 Colors: ['G', 'W', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 12 Colors: ['G', 'W', 'R', 'U', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 23 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 2 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 16 Colors: ['G', 'B', 'U', 'R', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 18 Colors: ['W', 'U', 'R', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 22 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 25 Colors: ['R', 'B', 'U', 'W', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 243 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 10 No. Evasions: 17 No. Creatures: 43 No. Spells: 34 No. Bombs 2 No. Lands: 3
Deck no: 10 Colors: ['B', 'U', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 235 Colors: ['G', 'R', 'W', 'U'] Fitness: 9 No. Evasions: 14 No. Creatures: 24 No. Spells: 57 No. Bombs 2 No. Lands: 7
Deck no: 4 Colors: ['R', 'B', 'W', 'G', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 7 Colors: ['W', 'R', 'B', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 11 Colors: ['B', 'R', 'G', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 35 No. Bombs 4 No. Lands: 10
Deck no: 5 Colors: ['R', 'U', 'W', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 6 Colors: ['R', 'U', 'G', 'B', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 14 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 37 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 48 Colors: ['W', 'B', 'U', 'R', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 28 Colors: ['U', 'W', 'G', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 30 Colors: ['B', 'G', 'U', 'W', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 36 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 38 No. Spells: 37 No. Bombs 3 No. Lands: 9
Deck no: 42 Colors: ['W', 'G', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 38 No. Bombs 4 No. Lands: 7
Deck no: 35 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 32 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 5 No. Lands: 8
Deck no: 38 Colors: ['W', 'R', 'U', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 26 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 13 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 43 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 27 Colors: ['W', 'B', 'R', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 34 Colors: ['B', 'W', 'R', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 50 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 21 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 45 Colors: ['W', 'G', 'B', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 33 Colors: ['U', 'W', 'R', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 31 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 39 No. Spells: 35 No. Bombs 4 No. Lands: 9
Deck no: 41 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 39 No. Spells: 35 No. Bombs 4 No. Lands: 9
Deck no: 19 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 47 Colors: ['R', 'G', 'B', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 49 Colors: ['W', 'B', 'U', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 29 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 40 Colors: ['U', 'B', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 251 Colors: ['U', 'W', 'G', 'R', 'B'] Fitness: 5 No. Evasions: 6 No. Creatures: 56 No. Spells: 34 No. Bombs 0 No. Lands: 0
Deck no: 252 Colors: ['B', 'R', 'U', 'G', 'W'] Fitness: 3 No. Evasions: 1 No. Creatures: 50 No. Spells: 26 No. Bombs 0 No. Lands: 14
Deck no: 253 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 5 No. Evasions: 8 No. Creatures: 23 No. Spells: 58 No. Bombs 5 No. Lands: 0
Deck no: 254 Colors: ['W', 'G', 'R', 'B', 'U'] Fitness: 5 No. Evasions: 7 No. Creatures: 66 No. Spells: 16 No. Bombs 8 No. Lands: 0
Deck no: 255 Colors: ['B', 'G', 'U', 'W', 'R'] Fitness: 5 No. Evasions: 8 No. Creatures: 45 No. Spells: 26 No. Bombs 0 No. Lands: 19
Deck no: 256 Colors: ['U', 'G', 'W', 'R', 'B'] Fitness: 6 No. Evasions: 19 No. Creatures: 29 No. Spells: 58 No. Bombs 0 No. Lands: 0
Deck no: 257 Colors: ['G', 'W', 'B', 'R', 'U'] Fitness: 2 No. Evasions: 0 No. Creatures: 19 No. Spells: 58 No. Bombs 8 No. Lands: 5
Deck no: 258 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 6 No. Evasions: 11 No. Creatures: 46 No. Spells: 31 No. Bombs 0 No. Lands: 6
Deck no: 259 Colors: ['W', 'G', 'R', 'U'] Fitness: 6 No. Evasions: 19 No. Creatures: 43 No. Spells: 32 No. Bombs 8 No. Lands: 6
Deck no: 260 Colors: ['B', 'W', 'U', 'G', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 33 No. Bombs 16 No. Lands: 4
Deck no: 261 Colors: ['W', 'R', 'G', 'U', 'B'] Fitness: 6 No. Evasions: 13 No. Creatures: 31 No. Spells: 40 No. Bombs 7 No. Lands: 4
Deck no: 262 Colors: ['B', 'U', 'R', 'W', 'G'] Fitness: 4 No. Evasions: 5 No. Creatures: 56 No. Spells: 17 No. Bombs 6 No. Lands: 11
Deck no: 263 Colors: ['U', 'B', 'W', 'R', 'G'] Fitness: 7 No. Evasions: 12 No. Creatures: 44 No. Spells: 42 No. Bombs 0 No. Lands: 4
Deck no: 264 Colors: ['R', 'G', 'U', 'W', 'B'] Fitness: 5 No. Evasions: 11 No. Creatures: 54 No. Spells: 27 No. Bombs 9 No. Lands: 0
Deck no: 265 Colors: ['R', 'B', 'U', 'G', 'W'] Fitness: 2 No. Evasions: 0 No. Creatures: 47 No. Spells: 18 No. Bombs 12 No. Lands: 13
Deck no: 266 Colors: ['R', 'G', 'W', 'B', 'U'] Fitness: 6 No. Evasions: 12 No. Creatures: 43 No. Spells: 32 No. Bombs 0 No. Lands: 7
Deck no: 267 Colors: ['G', 'U', 'W', 'B', 'R'] Fitness: 6 No. Evasions: 14 No. Creatures: 38 No. Spells: 31 No. Bombs 6 No. Lands: 4
Deck no: 268 Colors: ['B', 'U', 'R', 'W', 'G'] Fitness: 5 No. Evasions: 4 No. Creatures: 34 No. Spells: 52 No. Bombs 0 No. Lands: 0
Deck no: 269 Colors: ['R', 'W', 'G', 'B'] Fitness: 6 No. Evasions: 5 No. Creatures: 34 No. Spells: 37 No. Bombs 0 No. Lands: 19
Deck no: 270 Colors: ['G', 'W', 'U', 'B', 'R'] Fitness: 4 No. Evasions: 2 No. Creatures: 48 No. Spells: 33 No. Bombs 4 No. Lands: 5
Deck no: 271 Colors: ['R', 'G', 'U', 'W', 'B'] Fitness: 6 No. Evasions: 8 No. Creatures: 31 No. Spells: 50 No. Bombs 4 No. Lands: 5
Deck no: 272 Colors: ['R', 'U', 'G', 'W', 'B'] Fitness: 6 No. Evasions: 11 No. Creatures: 32 No. Spells: 54 No. Bombs 0 No. Lands: 4
Deck no: 273 Colors: ['R', 'W', 'B', 'U', 'G'] Fitness: 7 No. Evasions: 6 No. Creatures: 47 No. Spells: 40 No. Bombs 3 No. Lands: 0
Deck no: 274 Colors: ['R', 'B', 'U', 'W', 'G'] Fitness: 6 No. Evasions: 5 No. Creatures: 39 No. Spells: 44 No. Bombs 0 No. Lands: 7
Deck no: 275 Colors: ['B', 'G', 'W', 'R', 'U'] Fitness: 5 No. Evasions: 4 No. Creatures: 29 No. Spells: 42 No. Bombs 0 No. Lands: 15
Deck no: 235 Colors: ['G', 'R', 'W', 'U'] Fitness: 9 No. Evasions: 14 No. Creatures: 24 No. Spells: 57 No. Bombs 2 No. Lands: 7
Deck no: 11 Colors: ['B', 'R', 'G', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 35 No. Bombs 4 No. Lands: 10
Deck no: 24 Colors: ['G', 'W', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 8 Colors: ['U', 'R', 'G', 'W', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 5 Colors: ['R', 'U', 'W', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 16 Colors: ['G', 'B', 'U', 'R', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 2 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 23 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 25 Colors: ['R', 'B', 'U', 'W', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 6 Colors: ['R', 'U', 'G', 'B', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 10 Colors: ['B', 'U', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 18 Colors: ['W', 'U', 'R', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 17 Colors: ['W', 'R', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 9 Colors: ['U', 'R', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 3 No. Lands: 10
Deck no: 14 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 4 Colors: ['R', 'B', 'W', 'G', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 238 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 8 No. Evasions: 11 No. Creatures: 60 No. Spells: 20 No. Bombs 1 No. Lands: 0
Deck no: 15 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 3 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 37 No. Bombs 4 No. Lands: 8
Deck no: 243 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 10 No. Evasions: 17 No. Creatures: 43 No. Spells: 34 No. Bombs 2 No. Lands: 3
Deck no: 22 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 7 Colors: ['W', 'R', 'B', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 20 Colors: ['R', 'U', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 12 Colors: ['G', 'W', 'R', 'U', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 28 Colors: ['U', 'W', 'G', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 38 Colors: ['W', 'R', 'U', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 47 Colors: ['R', 'G', 'B', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 43 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 42 Colors: ['W', 'G', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 38 No. Bombs 4 No. Lands: 7
Deck no: 29 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 35 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 40 Colors: ['U', 'B', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 34 Colors: ['B', 'W', 'R', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 27 Colors: ['W', 'B', 'R', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 13 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 26 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 45 Colors: ['W', 'G', 'B', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 37 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 21 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 48 Colors: ['W', 'B', 'U', 'R', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 41 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 39 No. Spells: 35 No. Bombs 4 No. Lands: 9
Deck no: 32 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 5 No. Lands: 8
Deck no: 33 Colors: ['U', 'W', 'R', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 30 Colors: ['B', 'G', 'U', 'W', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 36 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 38 No. Spells: 37 No. Bombs 3 No. Lands: 9
Deck no: 19 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 49 Colors: ['W', 'B', 'U', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 50 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 31 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 39 No. Spells: 35 No. Bombs 4 No. Lands: 9
Deck no: 276 Colors: ['G', 'R', 'W', 'B', 'U'] Fitness: 5 No. Evasions: 8 No. Creatures: 26 No. Spells: 54 No. Bombs 5 No. Lands: 5
Deck no: 277 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 10 No. Evasions: 15 No. Creatures: 42 No. Spells: 40 No. Bombs 1 No. Lands: 0
Deck no: 278 Colors: ['R', 'B', 'G', 'W', 'U'] Fitness: 4 No. Evasions: 0 No. Creatures: 39 No. Spells: 40 No. Bombs 0 No. Lands: 11
Deck no: 279 Colors: ['R', 'B', 'G', 'W', 'U'] Fitness: 6 No. Evasions: 8 No. Creatures: 47 No. Spells: 39 No. Bombs 0 No. Lands: 0
Deck no: 280 Colors: ['R', 'G', 'B', 'W', 'U'] Fitness: 7 No. Evasions: 16 No. Creatures: 48 No. Spells: 42 No. Bombs 0 No. Lands: 0
Deck no: 281 Colors: ['R', 'B', 'G', 'W', 'U'] Fitness: 3 No. Evasions: 0 No. Creatures: 42 No. Spells: 28 No. Bombs 3 No. Lands: 17
Deck no: 282 Colors: ['G', 'R', 'U', 'W'] Fitness: 4 No. Evasions: 3 No. Creatures: 15 No. Spells: 50 No. Bombs 7 No. Lands: 18
Deck no: 283 Colors: ['B', 'G', 'W', 'R', 'U'] Fitness: 5 No. Evasions: 13 No. Creatures: 51 No. Spells: 31 No. Bombs 8 No. Lands: 0
Deck no: 284 Colors: ['U', 'G', 'B', 'W', 'R'] Fitness: 5 No. Evasions: 6 No. Creatures: 45 No. Spells: 17 No. Bombs 14 No. Lands: 14
Deck no: 285 Colors: ['B', 'R', 'U', 'G', 'W'] Fitness: 7 No. Evasions: 10 No. Creatures: 43 No. Spells: 40 No. Bombs 0 No. Lands: 7
Deck no: 286 Colors: ['B', 'R', 'W', 'U', 'G'] Fitness: 5 No. Evasions: 14 No. Creatures: 47 No. Spells: 26 No. Bombs 9 No. Lands: 0
Deck no: 287 Colors: ['U', 'W', 'R', 'G', 'B'] Fitness: 6 No. Evasions: 13 No. Creatures: 23 No. Spells: 40 No. Bombs 8 No. Lands: 19
Deck no: 288 Colors: ['R', 'G', 'W', 'B', 'U'] Fitness: 5 No. Evasions: 13 No. Creatures: 54 No. Spells: 20 No. Bombs 0 No. Lands: 5
Deck no: 289 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 6 No. Evasions: 5 No. Creatures: 38 No. Spells: 44 No. Bombs 0 No. Lands: 8
